,vars_added,cv_rmse,cv_sd
0,annual,0.17043786017157608,0.00453991189800798
1,april,0.16245846957799942,0.0033636623526270217
2,may,0.16183608233691046,0.005868583437574655
3,june,0.16111321864267691,0.004237637488296594
4,july,0.16120143536518078,0.004036209988686159
5,august,0.15977998675697025,0.004557308759929755
6,sepetember,0.1597232573914013,0.005035841214171909
7,october,0.15685015927282953,0.005000386946975188
8,november,0.15610433062290271,0.005486666554244296
