,vars_added,cv_rmse,cv_sd
0,annual,0.13131432407602012,0.0064368572742168895
1,april,0.12206909303605903,0.0032726716193053063
2,may,0.12068786424504152,0.0021409918002091317
3,june,0.11950457011715374,0.004144342324980082
4,july,0.11915857421147032,0.002939575099643287
5,august,0.11852004075642834,0.002376639721574169
6,sepetember,0.11848714284646471,0.0035122383712534364
7,october,0.11628321312610272,0.004218808554345359
8,november,0.11618668246135162,0.0037323423979364894
